populasi,korban_selamat,jumlah_orang_sakit,persentase_infrastruktur_rusak,status_isolasi,urgency_score_label
1228,697,121,67.04,1,7.1917
1865,1379,37,31.04,0,2.399
4992,3977,227,39.22,1,6.6443
1198,1002,72,55.68,0,4.5809
7686,5907,585,64.76,0,5.2088
14423,7279,236,35.73,0,1.8001
895,587,26,43.06,0,3.0665
7900,5913,385,72.27,0,5.2865
8582,4652,1253,37.43,0,2.9359
4671,3121,263,33.62,0,2.5369
4860,2507,376,47.06,1,5.8084
3002,1614,112,31.18,1,4.7737
10511,7258,1003,42.31,0,3.0975
1217,686,59,50.67,0,3.1697
3282,2535,127,55.36,0,4.1624
5446,4525,448,21.0,1,5.7223
12269,10849,132,40.51,0,3.6813
5986,3568,66,57.97,1,6.7807
8835,5127,359,49.39,0,3.1512
5480,3015,82,43.59,0,2.4384
11832,9530,297,50.1,0,4.0017
7766,6516,446,17.66,1,5.463
4991,2571,610,31.25,0,1.8604
7692,7302,692,23.58,0,3.1679
11630,6105,951,40.56,0,2.4629
6088,4625,311,67.91,0,5.072
8151,6849,1144,21.57,0,3.1124
4136,3797,271,40.17,0,4.0661
11914,10040,264,25.14,0,2.1584
1667,1475,160,19.03,0,2.4898
11308,7496,293,44.61,0,3.0607
1562,1391,91,18.1,0,2.4981
2656,1430,215,44.65,1,5.848
8360,7770,1106,49.52,1,7.8367
5661,4318,447,24.1,0,2.852
5805,5179,628,39.3,1,6.6072
11674,8371,1739,79.17,0,6.0307
7041,5695,200,6.35,0,1.5963
11986,9021,580,32.79,0,3.0116
5229,4450,341,80.33,1,9.2665
9848,5309,680,48.36,0,3.2376
7830,4141,528,62.29,0,3.7104
5834,3608,799,67.69,0,4.6273
9424,5433,1036,63.17,0,3.8776
4830,4436,459,47.87,1,7.5333
8510,5150,453,53.91,1,6.3679
7301,7070,915,23.14,0,3.7612
5346,3537,768,34.0,0,2.9989
7231,4247,903,71.01,1,7.6118
7741,6804,79,72.49,1,8.2526
1453,1185,143,40.05,0,4.1891
3039,2246,52,41.29,0,3.164
7556,5792,348,22.86,0,2.1756
12016,10156,220,52.67,1,7.2463
11993,7311,1133,6.87,1,4.3343
2042,1997,216,22.79,0,3.3763
5793,5607,150,45.65,1,7.4632
14464,11747,921,40.31,0,3.8618
1691,1007,124,42.33,0,2.5682
6813,5631,420,35.02,0,3.2359
14204,7594,382,8.58,0,0.6858
11685,6014,802,69.65,0,4.0768
7438,4638,856,28.25,0,2.5065
3181,2296,63,41.22,0,2.9599
9909,9084,210,73.39,1,8.6554
2040,1732,121,59.67,1,7.741
6672,5714,946,75.47,1,9.3481
11928,8400,1235,29.54,0,2.8019
6041,4023,634,29.68,0,2.646
11078,7511,672,66.17,1,8.0639
12411,12089,1155,38.85,0,4.6675
14307,7428,163,23.23,0,0.8151
10080,9235,998,78.83,0,6.4023
10548,8203,1454,26.09,0,3.495
1865,1325,178,38.15,1,6.099
9191,7795,1216,37.65,0,4.362
10372,7608,1154,50.79,1,7.0444
9202,8458,247,23.34,0,2.8187
7994,7453,1089,6.43,0,2.6261
4812,3380,92,48.05,0,3.4157
1824,1154,154,45.24,1,6.3681
9847,7723,294,13.4,0,2.0708
10519,9866,122,35.35,1,6.6798
3641,2188,251,13.23,0,1.248
7919,6327,406,54.42,1,7.6353
3986,3201,311,14.54,0,2.3119
2310,1967,209,49.32,0,4.3033
7088,3991,114,54.77,0,3.6568
3423,2887,93,38.4,0,3.585
5801,5431,511,76.44,1,9.2878
10906,6393,633,2.84,1,3.0521
4686,2877,525,61.29,0,4.054
9405,9087,952,45.55,0,5.065
6477,3801,831,61.57,1,7.6145
12294,11188,1314,73.96,0,6.2331
12826,9443,900,38.53,0,2.9066
12214,7556,1272,37.14,1,5.6192
4768,4376,231,72.18,1,8.49
5248,3745,277,26.65,1,5.0073
5349,3996,644,53.69,0,4.8414
9935,6680,720,47.99,0,3.9804
4209,3302,512,69.77,0,5.3256
9773,5653,1222,9.56,0,1.1891
14471,9951,1882,8.93,0,1.3556
7119,6872,984,29.4,0,3.9509
9147,5706,643,38.02,0,3.1059
13616,11100,743,46.69,1,7.1414
9586,6289,877,20.64,0,2.1461
10076,8778,624,6.53,0,1.8164
10650,5994,1002,87.15,0,5.8132
3572,3448,388,28.84,0,3.9023
7030,5046,747,65.63,1,7.9988
10688,6554,667,19.63,0,1.592
12977,6946,432,35.32,0,2.1545
1004,583,70,14.63,0,1.2837
1714,1284,51,80.18,0,5.4631
2031,1344,273,26.95,0,2.441
12132,10892,708,11.55,0,2.0423
8076,5708,255,71.54,0,4.7171
1323,819,17,28.87,0,1.9028
1428,1137,143,70.87,0,5.4822
5529,4640,548,57.76,0,4.8187
13928,8080,803,48.23,1,5.9714
633,367,12,53.09,1,6.2612
2605,1348,175,27.19,0,1.9794
4127,3522,221,27.1,1,5.9138
13472,11028,1411,41.58,0,3.9157
6816,4960,646,60.45,1,7.4112
2352,2129,143,40.53,0,3.9496
5410,4797,219,6.28,0,2.03
13960,10902,2070,50.69,1,7.6964
4675,4285,343,33.93,0,3.9009
11625,6961,1236,41.29,0,3.2395
11976,6631,355,36.09,1,5.2344
12990,8176,1012,34.83,0,2.7328
11503,6066,159,39.7,0,2.2718
5848,4415,472,62.35,0,4.7074
14487,13756,2100,16.74,0,3.1929
9942,5158,634,32.6,0,2.0587
14470,8083,223,14.39,0,0.9829
14343,10284,205,34.76,1,5.6575
12204,11572,784,41.01,0,4.6234
6690,4360,216,19.03,0,1.3442
1756,1305,23,46.7,0,3.6333
3876,2015,449,48.03,1,6.1375
6145,3510,455,22.49,0,1.676
13954,13585,704,39.3,0,3.9791
3986,3839,542,7.22,0,2.8237
4084,2051,107,19.54,0,1.1221
10088,9652,1450,28.94,0,4.0846
12329,9946,665,27.25,0,2.8197
8553,7839,1149,10.54,0,2.5633
3830,2750,361,15.07,0,1.9021
3203,2394,402,31.11,0,3.2189
9162,6730,1353,65.54,0,4.8325
8620,7069,434,58.85,1,7.8181
7614,4317,1100,37.82,0,3.3906
13823,7110,891,51.88,0,3.2367
1853,1200,118,65.9,1,7.3934
11475,9618,661,14.3,0,2.1309
11523,6877,988,71.53,0,4.8732
5563,4579,175,58.22,0,4.5205
9049,8737,791,59.97,0,5.6831
11711,6383,1005,14.82,0,1.1427
8075,6644,942,28.0,1,6.4973
1167,832,147,62.25,0,5.1734
4968,4554,356,40.82,1,7.0007
13819,8084,723,42.6,0,2.796
9837,8188,455,65.21,0,5.0897
14159,12775,527,31.72,0,3.3431
7319,6978,132,50.69,0,4.3869
12877,10661,746,70.82,0,5.2515
4219,3116,201,75.0,1,8.5127
3245,2584,471,22.57,1,6.0891
7983,7321,703,29.84,0,3.754
1039,804,60,55.76,0,4.3475
11471,5902,1046,77.84,1,8.1386
5464,5173,161,20.91,0,2.8384
12828,10659,925,54.92,1,7.7337
5335,4399,521,36.34,0,3.3359
4275,2580,335,68.44,1,7.4522
6542,5340,433,23.64,1,5.5965
7602,5238,1133,68.81,1,8.1918
7812,6347,1040,60.51,0,4.9045
5820,3207,566,31.44,0,2.3784
13716,11189,1230,10.15,0,2.1897
6632,6497,642,50.59,0,4.9126
8391,4389,320,35.81,0,1.8704
11200,10853,731,8.15,0,2.2011
3279,2279,50,70.06,0,4.7844
1424,1307,109,34.02,0,3.6185
11648,10198,1002,69.02,0,5.659
2081,1606,87,51.33,1,6.7573
8214,7018,1190,68.6,0,6.2574
3824,3524,525,3.41,0,2.2545
13177,9144,1463,42.72,0,3.7644
6213,4081,526,82.24,1,8.6519
7526,6174,991,22.45,0,2.9311
755,670,21,43.44,0,3.9145
5304,4592,640,16.51,0,2.5699
2338,2064,64,78.94,0,5.9229
10636,7541,1288,31.51,0,2.7854
509,454,24,42.63,0,3.7781
3371,1880,447,42.06,0,3.4792
9489,7224,1349,53.43,0,4.645
7909,3976,243,23.46,0,1.5384
7918,5192,592,50.78,1,6.4849
13664,9235,2013,38.19,0,3.1308
5624,3881,436,9.24,0,1.1852
1515,1263,198,6.49,0,1.9601
10516,7219,971,46.57,0,3.6511
13161,9415,823,6.83,0,1.2315
11828,7262,591,36.14,1,5.3366
2693,1828,103,19.03,0,1.7361
8915,5430,1039,46.96,1,6.4721
14050,7518,900,55.71,0,3.5867
14590,11521,1190,55.21,0,4.7982
13640,11194,1076,55.3,0,4.5511
7949,6338,721,45.78,0,4.2657
4658,3365,611,60.38,1,7.7628
14028,9571,2066,45.53,0,3.5356
4425,4046,296,29.67,0,3.769
7470,5596,940,6.42,0,2.1299
7438,5429,870,68.65,0,5.364
5284,2707,477,80.11,0,4.948
14272,9473,2052,30.44,0,2.8006
4500,3071,171,29.37,0,2.2519
2133,1474,53,7.01,1,4.1853
10844,8441,1404,30.79,1,6.2092
7766,5872,555,38.91,0,3.6926
9202,7286,1183,18.7,0,2.5965
884,766,119,18.6,0,2.8269
904,804,16,39.44,0,3.5359
8675,7327,1159,34.99,0,3.6393
13305,12754,968,20.18,1,6.1174
13263,6747,1080,67.95,0,3.8985
2500,1484,244,2.13,0,0.5149
11448,5765,1599,65.7,1,7.5047
10360,8399,131,20.66,0,2.0209
6489,6041,498,36.28,0,4.0924
1960,1209,208,45.83,0,2.987
7690,7266,854,38.61,0,4.5698
7640,4041,817,33.7,0,2.0835
4136,3923,119,30.59,0,3.246
11416,7634,592,36.72,0,2.9261
5309,2912,319,56.98,0,3.61
4678,3429,573,53.27,1,7.5048
13956,8698,684,16.16,0,1.1312
7745,4931,305,69.8,1,7.46
7100,4597,1022,13.63,0,1.6752
6497,5752,73,62.76,0,4.7666
2548,1933,381,50.68,1,7.527
12838,8337,1344,13.47,0,1.7874
5280,4186,665,61.93,1,8.0268
1216,1026,62,51.0,0,4.6222
8439,5323,101,46.48,1,5.8245
6065,4236,687,24.13,1,5.7191
5044,2817,639,41.7,1,6.0879
5476,3214,622,21.3,0,1.6209
13275,10977,398,39.94,0,3.8887
10515,6173,1214,14.92,0,1.407
10773,8102,1267,73.8,0,5.8745
3919,3293,400,39.46,0,3.9064
14930,8230,1750,31.84,0,2.4363
7739,5976,993,50.0,0,4.5395
10266,6397,984,75.06,0,5.2628
14989,14422,335,23.91,1,5.9349
749,548,58,52.01,0,4.175
9365,8305,195,42.71,0,3.943
13225,10105,886,37.03,0,3.303
10857,5654,727,3.86,0,0.3003
1270,1020,24,49.91,1,6.9375
